2.1000E-02,1.8660E+00,8.8624E+01
3.1770E-02,2.9050E+00,8.8367E+01
4.8062E-02,4.3850E+00,8.7277E+01
7.2711E-02,6.6300E+00,8.6141E+01
1.1000E-01,9.9800E+00,8.4139E+01
1.3249E-01,1.1980E+01,8.3669E+01
1.5959E-01,1.4530E+01,8.2036E+01
1.9222E-01,1.7180E+01,7.9858E+01
2.3153E-01,2.0670E+01,7.8177E+01
2.7888E-01,2.4850E+01,7.6319E+01
3.3590E-01,2.9180E+01,7.2842E+01
4.0459E-01,3.4940E+01,6.9569E+01
4.8733E-01,4.0380E+01,6.5725E+01
5.8698E-01,4.7310E+01,6.1807E+01
7.0702E-01,5.4000E+01,5.7156E+01
8.5160E-01,6.1350E+01,5.1930E+01
1.0257E+00,6.8300E+01,4.6601E+01
1.2355E+00,7.4800E+01,4.1556E+01
1.4881E+00,8.0500E+01,3.5844E+01
1.7925E+00,8.5350E+01,3.1042E+01
2.1590E+00,8.9300E+01,2.6320E+01
2.6005E+00,9.2100E+01,2.2165E+01
3.1323E+00,9.4300E+01,1.8497E+01
3.7728E+00,9.6100E+01,1.5185E+01
4.5443E+00,9.7250E+01,1.2323E+01
5.4736E+00,9.8000E+01,9.8899E+00
6.5929E+00,9.8700E+01,7.7160E+00
7.9411E+00,9.9050E+01,5.7626E+00
9.5649E+00,9.9300E+01,3.9777E+00
1.1521E+01,9.9550E+01,2.3458E+00
1.3877E+01,9.9650E+01,8.1125E-01
1.6715E+01,9.9900E+01,-7.7888E-01
2.0132E+01,9.9800E+01,-2.2877E+00
2.4249E+01,9.9850E+01,-3.9441E+00
2.9208E+01,9.9900E+01,-5.7069E+00
3.5181E+01,9.9950E+01,-7.7047E+00
4.2375E+01,9.9950E+01,-9.8892E+00
5.1041E+01,9.9900E+01,-1.2419E+01
6.1478E+01,1.0000E+02,-1.5505E+01
7.4050E+01,9.9950E+01,-1.9047E+01
8.9192E+01,9.9900E+01,-2.3292E+01
1.0743E+02,9.9900E+01,-2.8309E+01
1.2940E+02,9.9800E+01,-3.4395E+01
1.5586E+02,9.9750E+01,-4.1634E+01
1.8773E+02,9.9650E+01,-5.0381E+01
2.2612E+02,9.9500E+01,-6.0985E+01
2.7236E+02,9.9150E+01,-7.3848E+01
3.2806E+02,9.8550E+01,-8.9410E+01
3.9514E+02,9.7300E+01,-1.0873E+02
4.7595E+02,9.4900E+01,-1.3217E+02
5.7328E+02,9.0800E+01,-1.6075E+02
6.9050E+02,8.4950E+01,1.6438E+02
8.3171E+02,7.8200E+01,1.2078E+02
1.0018E+03,7.0500E+01,6.0201E+01
