2.1000E-02,1.9210E+00,8.8925E+01
3.1770E-02,2.9180E+00,8.7779E+01
4.8062E-02,4.3950E+00,8.7336E+01
7.2711E-02,6.6500E+00,8.6150E+01
1.1000E-01,1.0040E+01,8.4036E+01
1.3249E-01,1.2220E+01,8.5253E+01
1.5959E-01,1.4420E+01,8.0686E+01
1.9222E-01,1.7280E+01,7.9649E+01
2.3153E-01,2.0590E+01,7.9123E+01
2.7888E-01,2.4770E+01,7.5877E+01
3.3590E-01,2.9060E+01,7.3620E+01
4.0459E-01,3.4520E+01,6.9869E+01
4.8733E-01,4.0800E+01,6.6319E+01
5.8698E-01,4.7360E+01,6.1958E+01
7.0702E-01,5.4400E+01,5.7205E+01
8.5160E-01,6.1550E+01,5.1883E+01
1.0257E+00,6.8600E+01,4.6680E+01
1.2355E+00,7.5050E+01,4.1639E+01
1.4881E+00,8.0750E+01,3.5962E+01
1.7925E+00,8.5650E+01,3.1127E+01
2.1590E+00,8.9300E+01,2.6334E+01
2.6005E+00,9.2250E+01,2.2091E+01
3.1323E+00,9.4400E+01,1.8365E+01
3.7728E+00,9.6250E+01,1.5092E+01
4.5443E+00,9.7400E+01,1.2379E+01
5.4736E+00,9.8250E+01,9.8512E+00
6.5929E+00,9.8850E+01,7.6685E+00
7.9411E+00,9.9000E+01,5.7084E+00
9.5649E+00,9.9450E+01,3.9167E+00
1.1521E+01,9.9700E+01,2.3361E+00
1.3877E+01,9.9750E+01,7.4678E-01
1.6715E+01,9.9150E+01,-8.8392E-01
2.0132E+01,1.0000E+02,-2.3125E+00
2.4249E+01,1.0000E+02,-3.9210E+00
2.9208E+01,1.0000E+02,-5.6984E+00
3.5181E+01,1.0020E+02,-7.7063E+00
4.2375E+01,1.0010E+02,-9.8922E+00
5.1041E+01,1.0050E+02,-1.3011E+01
6.1478E+01,1.0010E+02,-1.5519E+01
7.4050E+01,1.0010E+02,-1.9011E+01
8.9192E+01,1.0010E+02,-2.3232E+01
1.0743E+02,1.0010E+02,-2.8258E+01
1.2940E+02,1.0000E+02,-3.4336E+01
1.5586E+02,1.0000E+02,-4.1560E+01
1.8773E+02,9.9950E+01,-5.0320E+01
2.2612E+02,9.9850E+01,-6.0916E+01
2.7236E+02,9.9600E+01,-7.3831E+01
3.2806E+02,9.8650E+01,-8.9508E+01
3.9514E+02,9.7850E+01,-1.0859E+02
4.7595E+02,9.5650E+01,-1.3213E+02
5.7328E+02,9.1750E+01,-1.6084E+02
6.9050E+02,8.5950E+01,1.6412E+02
8.3171E+02,7.9050E+01,1.2036E+02
1.0018E+03,7.0700E+01,6.0131E+01
