Q10-1,Q10-2,Q20-1,Q20-2,Q30-1,Q30-2,Q40-1,Q40-2,Q50-1,Q50-2,Q60-1,Q60-2
-2.4E+00,8E-03,-3.6E+00,9.6E-02,-2.4E+00,-3.2E-02,-4.6E+00,-1.2E-01,-2.6E+00,-1.2E-01,-3E+00,-6.4E-02
-2.4E+00,0E+00,-3.6E+00,9.6E-02,-2.4E+00,-2.4E-02,-4.6E+00,-1.2E-01,-3E+00,-1.12E-01,-3E+00,-5.6E-02
-2.6E+00,8E-03,-3.6E+00,1.12E-01,-2.4E+00,-3.2E-02,-4.6E+00,-1.2E-01,-2.8E+00,-1.2E-01,-3.2E+00,-5.6E-02
-2.6E+00,8E-03,-3.8E+00,1.04E-01,-2.4E+00,-4E-02,-4.4E+00,-1.2E-01,-2.6E+00,-1.12E-01,-3E+00,-5.6E-02
-2.6E+00,-8E-03,-3.8E+00,1.04E-01,-2.4E+00,-3.2E-02,-4.6E+00,-1.2E-01,-2.6E+00,-1.12E-01,-3E+00,-6.4E-02
-2.6E+00,8E-03,-3.6E+00,1.2E-01,-2.4E+00,-3.2E-02,-4.4E+00,-1.2E-01,-2.6E+00,-1.12E-01,-3E+00,-5.6E-02
-2.4E+00,0E+00,-3.6E+00,1.2E-01,-2.4E+00,-3.2E-02,-4.4E+00,-1.2E-01,-2.6E+00,-1.04E-01,-3E+00,-4.8E-02
-2.6E+00,1.6E-02,-3.4E+00,1.12E-01,-2E+00,-3.2E-02,-4.4E+00,-1.28E-01,-2.6E+00,-1.04E-01,-3E+00,-5.6E-02
-2.4E+00,0E+00,-3.6E+00,1.12E-01,-2.2E+00,-4.8E-02,-4.6E+00,-1.28E-01,-2.6E+00,-1.04E-01,-2.8E+00,-6.4E-02
-2.4E+00,8E-03,-3.4E+00,1.28E-01,-2.2E+00,-4.8E-02,-4.4E+00,-1.36E-01,-2.6E+00,-1.04E-01,-3E+00,-6.4E-02
-2.4E+00,8E-03,-3.6E+00,1.2E-01,-2.2E+00,-4.8E-02,-4.6E+00,-1.28E-01,-2.6E+00,-1.04E-01,-3E+00,-6.4E-02
-2.4E+00,8E-03,-3.4E+00,1.12E-01,-2.2E+00,-4.8E-02,-4.6E+00,-1.2E-01,-2.6E+00,-9.6E-02,-2.8E+00,-5.6E-02
-2.4E+00,8E-03,-3.4E+00,1.2E-01,-2.2E+00,-4.8E-02,-4.4E+00,-1.36E-01,-2.4E+00,-1.04E-01,-3E+00,-5.6E-02
-2.6E+00,1.6E-02,-3.6E+00,1.28E-01,-2.2E+00,-5.6E-02,-4.4E+00,-1.44E-01,-2.4E+00,-9.6E-02,-2.8E+00,-6.4E-02
-2.2E+00,1.6E-02,-3.6E+00,1.2E-01,-2.2E+00,-7.2E-02,-4.4E+00,-1.44E-01,-2.6E+00,-9.6E-02,-2.8E+00,-5.6E-02
-2.6E+00,1.6E-02,-3.4E+00,1.2E-01,-2.2E+00,-7.2E-02,-4.4E+00,-1.44E-01,-2.6E+00,-1.04E-01,-2.8E+00,-5.6E-02
-2.2E+00,2.4E-02,-3.6E+00,1.12E-01,-2E+00,-8E-02,-4.4E+00,-1.44E-01,-2.4E+00,-9.6E-02,-2.8E+00,-6.4E-02
-2.4E+00,3.2E-02,-3.6E+00,1.28E-01,-2.2E+00,-7.2E-02,-4.4E+00,-1.44E-01,-2.4E+00,-9.6E-02,-2.8E+00,-5.6E-02
-2.2E+00,2.4E-02,-3.6E+00,1.28E-01,-2E+00,-8.8E-02,-4.2E+00,-1.44E-01,-2.6E+00,-9.6E-02,-2.8E+00,-5.6E-02
-2.4E+00,1.6E-02,-3.4E+00,1.2E-01,-2.2E+00,-9.6E-02,-4.2E+00,-1.52E-01,-2.4E+00,-9.6E-02,-2.8E+00,-4.8E-02
-2.2E+00,1.6E-02,-3.4E+00,1.12E-01,-2.2E+00,-1.04E-01,-4.4E+00,-1.68E-01,-2.4E+00,-9.6E-02,-3E+00,-5.6E-02
-2.4E+00,2.4E-02,-3.4E+00,1.12E-01,-2E+00,-1.04E-01,-4.2E+00,-1.68E-01,-2.4E+00,-9.6E-02,-2.8E+00,-4.8E-02
-2.2E+00,1.6E-02,-3.4E+00,1.12E-01,-2E+00,-1.04E-01,-4.2E+00,-1.68E-01,-2.4E+00,-9.6E-02,-2.8E+00,-4.8E-02
-2.2E+00,1.6E-02,-3.4E+00,1.12E-01,-2E+00,-1.2E-01,-4E+00,-1.68E-01,-2.4E+00,-9.6E-02,-3E+00,-4.8E-02
-2.4E+00,2.4E-02,-3.2E+00,1.12E-01,-2E+00,-1.28E-01,-4.4E+00,-1.76E-01,-2.2E+00,-8.8E-02,-2.6E+00,-5.6E-02
-2.2E+00,1.6E-02,-3.2E+00,1.2E-01,-2E+00,-1.44E-01,-4.4E+00,-1.84E-01,-2.4E+00,-9.6E-02,-2.8E+00,-5.6E-02
-2.2E+00,1.6E-02,-3.2E+00,1.2E-01,-2E+00,-1.52E-01,-4.4E+00,-1.84E-01,-2.2E+00,-9.6E-02,-2.6E+00,-5.6E-02
-2.2E+00,1.6E-02,-3.4E+00,1.12E-01,-2E+00,-1.52E-01,-4.2E+00,-1.84E-01,-2.2E+00,-9.6E-02,-2.8E+00,-5.6E-02
-2.2E+00,1.6E-02,-3.2E+00,1.2E-01,-2E+00,-1.52E-01,-4.2E+00,-1.92E-01,-2.4E+00,-8.8E-02,-2.8E+00,-5.6E-02
-2E+00,1.6E-02,-3.2E+00,1.12E-01,-2E+00,-1.76E-01,-4.2E+00,-2E-01,-2.2E+00,-8.8E-02,-2.6E+00,-6.4E-02
-2.2E+00,1.6E-02,-3.2E+00,1.12E-01,-2E+00,-1.84E-01,-4.2E+00,-2.08E-01,-2.2E+00,-9.6E-02,-2.8E+00,-5.6E-02
-2E+00,1.6E-02,-3.4E+00,1.12E-01,-1.8E+00,-1.92E-01,-4.2E+00,-2.16E-01,-2.2E+00,-9.6E-02,-2.6E+00,-5.6E-02
-2.2E+00,8E-03,-3.2E+00,1.2E-01,-1.8E+00,-1.92E-01,-4.2E+00,-2.32E-01,-2E+00,-8.8E-02,-2.6E+00,-5.6E-02
-2E+00,8E-03,-3.2E+00,1.12E-01,-1.8E+00,-2.08E-01,-4E+00,-2.4E-01,-2.2E+00,-8.8E-02,-2.4E+00,-5.6E-02
-2.2E+00,8E-03,-3E+00,1.12E-01,-1.8E+00,-2.08E-01,-4E+00,-2.4E-01,-2.2E+00,-8.8E-02,-2.4E+00,-5.6E-02
-2E+00,8E-03,-3.2E+00,1.12E-01,-2E+00,-2.24E-01,-4E+00,-2.48E-01,-2E+00,-9.6E-02,-2.6E+00,-5.6E-02
-2E+00,0E+00,-3.2E+00,1.2E-01,-1.6E+00,-2.32E-01,-4E+00,-2.56E-01,-2E+00,-8.8E-02,-2.4E+00,-5.6E-02
-2.2E+00,0E+00,-3E+00,1.12E-01,-1.8E+00,-2.24E-01,-4E+00,-2.64E-01,-2.2E+00,-9.6E-02,-2.4E+00,-5.6E-02
-2.2E+00,0E+00,-3.2E+00,1.12E-01,-1.8E+00,-2.24E-01,-4E+00,-2.72E-01,-2.2E+00,-9.6E-02,-2.4E+00,-5.6E-02
-2E+00,-1.6E-02,-3.2E+00,1.2E-01,-1.6E+00,-2.16E-01,-4E+00,-2.8E-01,-2E+00,-8.8E-02,-2.6E+00,-4.8E-02
-1.8E+00,-2.4E-02,-3E+00,1.12E-01,-1.8E+00,-2.32E-01,-3.8E+00,-2.88E-01,-2.2E+00,-9.6E-02,-2.6E+00,-5.6E-02
-2E+00,-5.6E-02,-3E+00,1.12E-01,-2E+00,-2.24E-01,-4E+00,-2.88E-01,-2E+00,-9.6E-02,-2.4E+00,-5.6E-02
-2E+00,-7.2E-02,-3E+00,1.12E-01,-1.6E+00,-2.16E-01,-3.8E+00,-2.96E-01,-2.2E+00,-9.6E-02,-2.4E+00,-5.6E-02
-1.8E+00,-9.6E-02,-3E+00,1.2E-01,-1.6E+00,-2.08E-01,-3.8E+00,-2.96E-01,-2.2E+00,-9.6E-02,-2.4E+00,-5.6E-02
-2E+00,-1.2E-01,-3E+00,1.04E-01,-1.8E+00,-2.08E-01,-4E+00,-2.96E-01,-2E+00,-8.8E-02,-2.4E+00,-5.6E-02
-2E+00,-1.44E-01,-3.2E+00,1.12E-01,-1.8E+00,-2.08E-01,-4E+00,-3.12E-01,-2E+00,-9.6E-02,-2.2E+00,-6.4E-02
-2E+00,-1.68E-01,-3.2E+00,1.12E-01,-1.6E+00,-2E-01,-4E+00,-3.12E-01,-2E+00,-1.04E-01,-2.4E+00,-6.4E-02
-1.8E+00,-1.84E-01,-3E+00,1.12E-01,-1.6E+00,-1.92E-01,-4E+00,-3.04E-01,-2E+00,-9.6E-02,-2.4E+00,-6.4E-02
-1.8E+00,-2.08E-01,-3E+00,1.04E-01,-1.8E+00,-1.76E-01,-3.8E+00,-3.04E-01,-2E+00,-1.04E-01,-2.2E+00,-6.4E-02
-1.6E+00,-2.24E-01,-3E+00,1.04E-01,-1.8E+00,-1.68E-01,-3.8E+00,-2.88E-01,-2E+00,-9.6E-02,-2.4E+00,-6.4E-02
-1.6E+00,-2.24E-01,-3.2E+00,1.04E-01,-1.8E+00,-1.68E-01,-4E+00,-2.88E-01,-2E+00,-9.6E-02,-2.4E+00,-6.4E-02
-1.8E+00,-2.24E-01,-3E+00,1.04E-01,-1.4E+00,-1.6E-01,-3.8E+00,-2.88E-01,-2E+00,-1.04E-01,-2.2E+00,-5.6E-02
-1.8E+00,-2.24E-01,-3E+00,1.04E-01,-1.4E+00,-1.44E-01,-3.8E+00,-2.8E-01,-1.8E+00,-9.6E-02,-2.2E+00,-5.6E-02
-1.8E+00,-2.24E-01,-2.8E+00,1.12E-01,-1.6E+00,-1.36E-01,-3.8E+00,-2.8E-01,-2E+00,-9.6E-02,-2.2E+00,-5.6E-02
-2E+00,-2.16E-01,-3E+00,1.04E-01,-1.6E+00,-1.36E-01,-3.8E+00,-2.72E-01,-1.8E+00,-1.04E-01,-2.2E+00,-5.6E-02
-1.8E+00,-1.92E-01,-2.8E+00,1.04E-01,-1.6E+00,-1.2E-01,-3.8E+00,-2.64E-01,-1.8E+00,-9.6E-02,-2.2E+00,-5.6E-02
-1.6E+00,-1.92E-01,-3.2E+00,1.12E-01,-1.4E+00,-1.12E-01,-3.8E+00,-2.56E-01,-1.8E+00,-1.04E-01,-2.4E+00,-6.4E-02
-1.6E+00,-1.84E-01,-3E+00,1.04E-01,-1.4E+00,-1.12E-01,-3.8E+00,-2.48E-01,-1.8E+00,-9.6E-02,-2.2E+00,-6.4E-02
-1.8E+00,-1.68E-01,-3E+00,1.04E-01,-1.4E+00,-1.04E-01,-3.8E+00,-2.48E-01,-1.8E+00,-1.04E-01,-2.2E+00,-7.2E-02
-1.6E+00,-1.44E-01,-3E+00,1.04E-01,-1.6E+00,-1.04E-01,-3.6E+00,-2.4E-01,-2E+00,-1.04E-01,-2.2E+00,-6.4E-02
-1.6E+00,-1.28E-01,-2.8E+00,1.04E-01,-1.4E+00,-9.6E-02,-3.4E+00,-2.32E-01,-2E+00,-9.6E-02,-2.2E+00,-7.2E-02
-1.6E+00,-1.04E-01,-2.8E+00,1.04E-01,-1.4E+00,-8.8E-02,-3.8E+00,-2.24E-01,-1.8E+00,-9.6E-02,-2.2E+00,-6.4E-02
-1.6E+00,-1.04E-01,-2.8E+00,9.6E-02,-1.4E+00,-8.8E-02,-3.6E+00,-2.16E-01,-1.8E+00,-9.6E-02,-2.2E+00,-6.4E-02
-1.6E+00,-8.8E-02,-2.8E+00,1.04E-01,-1.4E+00,-8.8E-02,-3.4E+00,-2.16E-01,-1.8E+00,-1.04E-01,-2E+00,-7.2E-02
-1.4E+00,-7.2E-02,-2.8E+00,1.04E-01,-1.4E+00,-8.8E-02,-3.6E+00,-2.08E-01,-1.6E+00,-1.04E-01,-2E+00,-6.4E-02
-1.6E+00,-6.4E-02,-2.8E+00,1.04E-01,-1.4E+00,-8E-02,-3.6E+00,-2.08E-01,-1.6E+00,-1.04E-01,-2.2E+00,-5.6E-02
-1.4E+00,-6.4E-02,-2.6E+00,1.04E-01,-1.4E+00,-8E-02,-3.4E+00,-2.08E-01,-1.6E+00,-1.04E-01,-2.2E+00,-5.6E-02
-1.4E+00,-4.8E-02,-2.6E+00,1.04E-01,-1.4E+00,-6.4E-02,-3.4E+00,-2E-01,-1.6E+00,-1.12E-01,-2.2E+00,-5.6E-02
-1.6E+00,-4E-02,-2.6E+00,1.04E-01,-1.4E+00,-6.4E-02,-3.6E+00,-1.92E-01,-1.6E+00,-1.04E-01,-2E+00,-5.6E-02
-1.4E+00,-4.8E-02,-2.6E+00,9.6E-02,-1.4E+00,-7.2E-02,-3.4E+00,-1.92E-01,-1.6E+00,-1.12E-01,-2.2E+00,-6.4E-02
-1.4E+00,-4E-02,-2.6E+00,9.6E-02,-1.2E+00,-7.2E-02,-3.4E+00,-1.84E-01,-1.6E+00,-1.12E-01,-2E+00,-7.2E-02
-1.6E+00,-2.4E-02,-2.4E+00,9.6E-02,-1.4E+00,-6.4E-02,-3.4E+00,-1.84E-01,-1.6E+00,-1.12E-01,-2E+00,-7.2E-02
-1.4E+00,-2.4E-02,-2.6E+00,8.8E-02,-1.2E+00,-6.4E-02,-3.6E+00,-1.84E-01,-1.4E+00,-1.12E-01,-2E+00,-7.2E-02
-1.4E+00,-3.2E-02,-2.8E+00,7.2E-02,-1.4E+00,-7.2E-02,-3.4E+00,-1.84E-01,-1.6E+00,-1.12E-01,-2E+00,-7.2E-02
-1.4E+00,-2.4E-02,-2.8E+00,6.4E-02,-1.4E+00,-7.2E-02,-3.4E+00,-1.84E-01,-1.6E+00,-1.12E-01,-2E+00,-7.2E-02
-1.4E+00,-2.4E-02,-2.8E+00,5.6E-02,-1.4E+00,-6.4E-02,-3.4E+00,-1.76E-01,-1.4E+00,-1.12E-01,-2E+00,-8E-02
-1.4E+00,-2.4E-02,-2.6E+00,4.8E-02,-1.4E+00,-5.6E-02,-3.4E+00,-1.68E-01,-1.6E+00,-1.12E-01,-1.8E+00,-7.2E-02
-1.4E+00,-4E-02,-2.6E+00,4E-02,-1.2E+00,-6.4E-02,-3.2E+00,-1.68E-01,-1.4E+00,-1.2E-01,-2E+00,-8E-02
-1.4E+00,-4E-02,-2.6E+00,3.2E-02,-1E+00,-6.4E-02,-3.2E+00,-1.76E-01,-1.4E+00,-1.2E-01,-1.8E+00,-7.2E-02
-1.4E+00,-3.2E-02,-2.6E+00,2.4E-02,-1.2E+00,-7.2E-02,-3.4E+00,-1.76E-01,-1.6E+00,-1.2E-01,-2E+00,-8E-02
-1.4E+00,-2.4E-02,-2.6E+00,2.4E-02,-1.2E+00,-7.2E-02,-3.6E+00,-1.76E-01,-1.4E+00,-1.2E-01,-2E+00,-7.2E-02
-1.2E+00,-4E-02,-2.4E+00,3.2E-02,-1.2E+00,-5.6E-02,-3.2E+00,-1.68E-01,-1.4E+00,-1.2E-01,-2E+00,-8E-02
-1.4E+00,-4.8E-02,-2.4E+00,3.2E-02,-1.2E+00,-6.4E-02,-3.2E+00,-1.6E-01,-1.4E+00,-1.2E-01,-1.6E+00,-8E-02
-1.2E+00,-4E-02,-2.6E+00,2.4E-02,-1.4E+00,-6.4E-02,-3.2E+00,-1.6E-01,-1.6E+00,-1.28E-01,-2E+00,-8E-02
-1.2E+00,-3.2E-02,-2.4E+00,3.2E-02,-1.2E+00,-7.2E-02,-3.4E+00,-1.6E-01,-1.4E+00,-1.2E-01,-1.8E+00,-8E-02
-1.2E+00,-4.8E-02,-2.4E+00,4E-02,-1.2E+00,-5.6E-02,-3.2E+00,-1.76E-01,-1.4E+00,-1.28E-01,-2E+00,-8E-02
-1.2E+00,-5.6E-02,-2.4E+00,4E-02,-1.2E+00,-5.6E-02,-3.2E+00,-1.76E-01,-1.4E+00,-1.28E-01,-2E+00,-8E-02
-1.2E+00,-5.6E-02,-2.2E+00,4E-02,-1E+00,-8E-02,-3.2E+00,-1.76E-01,-1.4E+00,-1.2E-01,-1.8E+00,-8.8E-02
-1.2E+00,-4.8E-02,-2.4E+00,4.8E-02,-1E+00,-8E-02,-3.4E+00,-1.68E-01,-1.2E+00,-1.28E-01,-1.8E+00,-8.8E-02
-1.2E+00,-8E-02,-2.4E+00,5.6E-02,-1E+00,-8E-02,-3.6E+00,-1.6E-01,-1.4E+00,-1.28E-01,-1.6E+00,-8E-02
-1.2E+00,-8E-02,-2.2E+00,5.6E-02,-1E+00,-8E-02,-3.2E+00,-1.68E-01,-1.4E+00,-1.28E-01,-1.6E+00,-8E-02
-1.2E+00,-8E-02,-2.4E+00,5.6E-02,-1E+00,-7.2E-02,-3.2E+00,-1.68E-01,-1.4E+00,-1.28E-01,-1.6E+00,-8.8E-02
-1.2E+00,-8.8E-02,-2.4E+00,6.4E-02,-6E-01,-8.8E-02,-3.2E+00,-1.76E-01,-1.4E+00,-1.36E-01,-1.6E+00,-8.8E-02
-1.2E+00,-9.6E-02,-2.4E+00,7.2E-02,-1E+00,-8E-02,-3.2E+00,-1.76E-01,-1.4E+00,-1.36E-01,-1.6E+00,-8E-02
-1.2E+00,-1.12E-01,-2.2E+00,6.4E-02,-8E-01,-8E-02,-3.2E+00,-1.76E-01,-1.4E+00,-1.36E-01,-1.6E+00,-8E-02
-1.2E+00,-1.2E-01,-2.2E+00,6.4E-02,-1E+00,-8E-02,-3.2E+00,-1.76E-01,-1.2E+00,-1.36E-01,-1.6E+00,-8.8E-02
-1E+00,-1.28E-01,-2.2E+00,6.4E-02,-1E+00,-8.8E-02,-3E+00,-1.76E-01,-1.2E+00,-1.44E-01,-1.6E+00,-8.8E-02
-1E+00,-1.28E-01,-2.2E+00,6.4E-02,-1E+00,-8.8E-02,-3.2E+00,-1.76E-01,-1.2E+00,-1.44E-01,-1.4E+00,-8.8E-02
-1.4E+00,-1.52E-01,-2.2E+00,6.4E-02,-1E+00,-8.8E-02,-3.2E+00,-1.76E-01,-1.4E+00,-1.44E-01,-1.4E+00,-8.8E-02
-1.2E+00,-1.6E-01,-2.2E+00,5.6E-02,-8E-01,-8.8E-02,-3.2E+00,-1.68E-01,-1.4E+00,-1.52E-01,-1.8E+00,-8.8E-02
-8E-01,-1.68E-01,-2.2E+00,6.4E-02,-1E+00,-9.6E-02,-3.2E+00,-1.76E-01,-1E+00,-1.44E-01,-1.6E+00,-9.6E-02
-1E+00,-1.68E-01,-2.2E+00,4.8E-02,-6E-01,-1.04E-01,-3.2E+00,-1.84E-01,-1.2E+00,-1.52E-01,-1.6E+00,-9.6E-02
-1E+00,-1.68E-01,-2.2E+00,5.6E-02,-6E-01,-1.04E-01,-3E+00,-1.84E-01,-1.2E+00,-1.52E-01,-1.4E+00,-1.04E-01
-1.2E+00,-1.84E-01,-2.2E+00,4.8E-02,-6E-01,-1.04E-01,-3E+00,-1.84E-01,-1.2E+00,-1.52E-01,-1.4E+00,-9.6E-02
-1E+00,-1.84E-01,-2E+00,4.8E-02,-6E-01,-1.04E-01,-3.2E+00,-1.84E-01,-1.4E+00,-1.6E-01,-1.6E+00,-9.6E-02
-1E+00,-1.84E-01,-2E+00,4E-02,-6E-01,-1.12E-01,-3E+00,-1.84E-01,-8E-01,-1.6E-01,-1.6E+00,-8.8E-02
-1.2E+00,-1.84E-01,-2.2E+00,4E-02,-8E-01,-1.12E-01,-3E+00,-1.84E-01,-1E+00,-1.52E-01,-1.4E+00,-8.8E-02
-8E-01,-1.92E-01,-2.2E+00,4E-02,-8E-01,-1.12E-01,-3E+00,-2E-01,-1E+00,-1.6E-01,-1.4E+00,-9.6E-02
-1E+00,-1.92E-01,-2.2E+00,2.4E-02,-6E-01,-1.2E-01,-2.8E+00,-2E-01,-1.2E+00,-1.6E-01,-1.4E+00,-9.6E-02
-1E+00,-1.92E-01,-2E+00,1.6E-02,-6E-01,-1.2E-01,-3E+00,-2E-01,-1.2E+00,-1.6E-01,-1.4E+00,-1.04E-01
-8E-01,-1.92E-01,-2E+00,1.6E-02,-6E-01,-1.2E-01,-3E+00,-2E-01,-1.2E+00,-1.68E-01,-1.4E+00,-1.04E-01
-1.2E+00,-1.92E-01,-2E+00,1.6E-02,-8E-01,-1.28E-01,-2.8E+00,-2.08E-01,-1E+00,-1.68E-01,-1.4E+00,-1.04E-01
-8E-01,-2E-01,-2.2E+00,8E-03,-6E-01,-1.28E-01,-3E+00,-2.08E-01,-1.2E+00,-1.76E-01,-1.4E+00,-1.12E-01
-1E+00,-2.08E-01,-2E+00,0E+00,-6E-01,-1.36E-01,-3E+00,-2.08E-01,-1E+00,-1.68E-01,-1.4E+00,-1.12E-01
-1E+00,-2.08E-01,-2E+00,-8E-03,-6E-01,-1.36E-01,-2.8E+00,-2.16E-01,-1E+00,-1.68E-01,-1.4E+00,-1.12E-01
-8E-01,-2.08E-01,-2E+00,-1.6E-02,-6E-01,-1.44E-01,-3E+00,-2.24E-01,-1E+00,-1.84E-01,-1.4E+00,-1.04E-01
-8E-01,-2.24E-01,-1.8E+00,-2.4E-02,-6E-01,-1.44E-01,-3E+00,-2.32E-01,-1E+00,-1.84E-01,-1.2E+00,-1.12E-01
-8E-01,-2.16E-01,-2E+00,-2.4E-02,-6E-01,-1.44E-01,-2.6E+00,-2.32E-01,-8E-01,-1.76E-01,-1.4E+00,-1.12E-01
-8E-01,-2.24E-01,-2E+00,-4.8E-02,-6E-01,-1.52E-01,-2.8E+00,-2.4E-01,-1E+00,-1.92E-01,-1.2E+00,-1.12E-01
-8E-01,-2.32E-01,-1.8E+00,-4.8E-02,-4E-01,-1.52E-01,-2.8E+00,-2.4E-01,-8E-01,-1.84E-01,-1.4E+00,-1.12E-01
-8E-01,-2.4E-01,-2E+00,-5.6E-02,-6E-01,-1.6E-01,-2.8E+00,-2.48E-01,-8E-01,-1.92E-01,-1.4E+00,-1.12E-01
-8E-01,-2.4E-01,-1.8E+00,-8E-02,-6E-01,-1.6E-01,-2.6E+00,-2.56E-01,-8E-01,-1.92E-01,-1.2E+00,-1.2E-01
-8E-01,-2.4E-01,-1.8E+00,-8E-02,-6E-01,-1.68E-01,-2.8E+00,-2.56E-01,-1E+00,-1.92E-01,-1.2E+00,-1.2E-01
-6E-01,-2.4E-01,-1.8E+00,-8.8E-02,-4E-01,-1.76E-01,-2.6E+00,-2.8E-01,-8E-01,-2E-01,-1.2E+00,-1.2E-01
-1E+00,-2.56E-01,-2E+00,-8.8E-02,-6E-01,-1.76E-01,-2.8E+00,-2.88E-01,-6E-01,-2E-01,-1.4E+00,-1.2E-01
-6E-01,-2.56E-01,-2E+00,-9.6E-02,-4E-01,-1.92E-01,-2.8E+00,-3.04E-01,-8E-01,-2.08E-01,-1.2E+00,-1.28E-01
-6E-01,-2.56E-01,-1.8E+00,-1.04E-01,-4E-01,-1.92E-01,-2.8E+00,-3.04E-01,-8E-01,-2.08E-01,-1.2E+00,-1.28E-01
-6E-01,-2.64E-01,-2E+00,-1.04E-01,-6E-01,-1.92E-01,-2.6E+00,-3.12E-01,-8E-01,-2.08E-01,-1E+00,-1.36E-01
-6E-01,-2.64E-01,-1.8E+00,-1.12E-01,-4E-01,-1.92E-01,-2.6E+00,-3.2E-01,-8E-01,-2.16E-01,-1.4E+00,-1.2E-01
-6E-01,-2.8E-01,-2E+00,-1.12E-01,-2E-01,-2.08E-01,-2.6E+00,-3.28E-01,-6E-01,-2.16E-01,-1.2E+00,-1.2E-01
-6E-01,-2.8E-01,-1.6E+00,-1.2E-01,-4E-01,-2.08E-01,-3E+00,-3.36E-01,-6E-01,-2.24E-01,-1.2E+00,-1.2E-01
-6E-01,-2.72E-01,-1.6E+00,-1.04E-01,-4E-01,-2.16E-01,-2.8E+00,-3.52E-01,-8E-01,-2.16E-01,-1.4E+00,-1.2E-01
-6E-01,-2.72E-01,-1.8E+00,-1.04E-01,-4E-01,-2.24E-01,-2.6E+00,-3.6E-01,-8E-01,-2.4E-01,-1E+00,-1.44E-01
-6E-01,-2.8E-01,-1.8E+00,-9.6E-02,-2E-01,-2.24E-01,-2.6E+00,-3.68E-01,-6E-01,-2.24E-01,-1.2E+00,-1.44E-01
-6E-01,-2.8E-01,-1.8E+00,-9.6E-02,-2E-01,-2.32E-01,-2.6E+00,-3.76E-01,-8E-01,-2.32E-01,-1.2E+00,-1.36E-01
-6E-01,-2.88E-01,-1.6E+00,-8.8E-02,-4E-01,-2.32E-01,-2.6E+00,-3.76E-01,-6E-01,-2.4E-01,-6E-01,-1.44E-01
-4E-01,-2.88E-01,-1.6E+00,-8E-02,-2E-01,-2.4E-01,-2.6E+00,-3.76E-01,-6E-01,-2.4E-01,-1E+00,-1.52E-01
-4E-01,-2.88E-01,-1.6E+00,-8E-02,-2E-01,-2.48E-01,-2.6E+00,-3.84E-01,-6E-01,-2.56E-01,-1E+00,-1.52E-01
-4E-01,-2.88E-01,-1.8E+00,-8E-02,-2E-01,-2.48E-01,-2.6E+00,-3.84E-01,-6E-01,-2.56E-01,-1E+00,-1.52E-01
-6E-01,-3.04E-01,-1.6E+00,-7.2E-02,-2E-01,-2.48E-01,-2.4E+00,-3.84E-01,-6E-01,-2.48E-01,-8E-01,-1.52E-01
-6E-01,-2.96E-01,-1.6E+00,-6.4E-02,-2E-01,-2.56E-01,-2.4E+00,-3.84E-01,-6E-01,-2.56E-01,-1.2E+00,-1.52E-01
-4E-01,-2.96E-01,-1.6E+00,-6.4E-02,-2E-01,-2.48E-01,-2.6E+00,-3.92E-01,-6E-01,-2.64E-01,-1E+00,-1.52E-01
-4E-01,-2.96E-01,-1.6E+00,-5.6E-02,-2E-01,-2.72E-01,-2.6E+00,-3.76E-01,-4E-01,-2.64E-01,-1E+00,-1.52E-01
-4E-01,-3.12E-01,-1.6E+00,-5.6E-02,-4E-01,-2.72E-01,-2.6E+00,-3.76E-01,-6E-01,-2.72E-01,-1E+00,-1.6E-01
-2E-01,-3.04E-01,-1.6E+00,-4E-02,-2E-01,-2.8E-01,-2.2E+00,-3.76E-01,-6E-01,-2.72E-01,-6E-01,-1.6E-01
-4E-01,-3.04E-01,-1.6E+00,-4.8E-02,-2E-01,-2.8E-01,-2.2E+00,-3.68E-01,-6E-01,-2.8E-01,-1E+00,-1.68E-01
-2E-01,-3.12E-01,-1.4E+00,-4.8E-02,-2E-01,-2.88E-01,-2.4E+00,-3.6E-01,-6E-01,-2.8E-01,-8E-01,-1.76E-01
-4E-01,-3.2E-01,-1.4E+00,-4.8E-02,-2E-01,-2.96E-01,-2.4E+00,-3.52E-01,-4E-01,-2.8E-01,-6E-01,-1.76E-01
-4E-01,-3.28E-01,-1.6E+00,-4E-02,-2E-01,-3.04E-01,-2.4E+00,-3.44E-01,-4E-01,-2.88E-01,-8E-01,-1.76E-01
-4E-01,-3.2E-01,-1.4E+00,-4.8E-02,-4E-01,-2.96E-01,-2.4E+00,-3.28E-01,-4E-01,-2.96E-01,-1E+00,-1.84E-01
-4E-01,-3.28E-01,-1.4E+00,-4.8E-02,0E+00,-3.04E-01,-2.4E+00,-3.28E-01,-6E-01,-2.96E-01,-1E+00,-1.84E-01
-2E-01,-3.28E-01,-1.4E+00,-4.8E-02,-2E-01,-3.12E-01,-2.2E+00,-3.2E-01,-4E-01,-3.12E-01,-8E-01,-1.84E-01
0E+00,-3.36E-01,-1.6E+00,-4.8E-02,0E+00,-3.28E-01,-2.2E+00,-3.04E-01,-6E-01,-3.12E-01,-8E-01,-1.84E-01
-4E-01,-3.36E-01,-1.4E+00,-4.8E-02,0E+00,-3.2E-01,-2.4E+00,-3.04E-01,-4E-01,-3.28E-01,-8E-01,-1.92E-01
-4E-01,-3.36E-01,-1.6E+00,-4E-02,0E+00,-3.2E-01,-2.4E+00,-2.88E-01,-4E-01,-3.28E-01,-8E-01,-1.92E-01
